"ID"	"Xcoord"	"ycoord"	"V1"	"V2"	"V3"	"v4"	"V5"
2095	526550	212553	36.611633	45.659664	-5.375965	-8.776788	407.157898
2096	761409	104305	36.094341	45.076218	-5.670518	-8.730253	407.559509
2097	715315	250035	35.377811	44.684586	-5.958261	-9.571962	407.604889
2098	756662	246686	35.069363	44.18454	-6.205254	-9.012423	407.869812
2099	727994	162135	34.309315	43.680653	-6.421182	-9.493283	408.039093
2100	674277	93257	33.883163	43.209484	-6.292276	-9.025998	407.934235
2101	417964	122180	33.871357	42.663837	-5.676808	-10.19447	407.585449
2102	433601	267767	33.129234	42.241501	-5.637576	-9.778996	407.454071
2103	655139	178825	33.014294	41.711548	-5.609965	-9.484903	406.567688
2104	551576	176122	33.05233	41.334797	-5.572424	-9.179909	406.881439
2105	573826	182475	33.101475	41.020248	-5.532891	-8.177752	406.909027
2106	493149	291780	33.17432	40.614681	-5.479829	-8.052162	407.361786
2107	419971	97414	32.582634	40.238876	-5.436739	-7.972775	407.064758
2108	440397	80998	32.262959	39.791779	-5.403712	-8.101188	406.601013
2109	608247	87479	32.387318	39.390312	-5.408175	-8.053188	406.578339
2110	745634	178077	31.911232	39.051556	-5.381263	-7.768504	406.464111
2111	427027	258152	32.036339	38.682796	-5.344727	-7.931743	406.170135
2112	481859	101638	32.069057	38.374599	-5.335886	-7.730889	406.280701
2113	525450	78093	32.000587	38.05666	-5.317814	-7.095811	405.219208
2114	448605	125006	32.296227	37.684124	-5.332452	-7.237844	405.285248
2115	400989	211957	32.722778	37.423782	-5.30584	-6.874671	404.92157
2116	612418	227279	32.347336	37.184898	-5.292691	-6.564209	405.383118
2117	669329	132945	32.597126	36.972088	-5.256189	-5.667248	404.686646
2118	518822	231220	32.635849	36.588249	-5.305967	-4.901148	405.234406
2119	459269	180353	32.771584	36.304379	-5.264637	-4.533459	404.725525
2120	620097	156422	32.702564	35.891853	-5.271433	-4.341121	403.983826
2121	511295	289217	32.656204	35.6917	-5.288841	-4.364678	404.199677
2122	467018	252169	32.700665	35.454807	-5.259143	-4.317029	403.209229
2123	659902	210560	32.920204	35.562271	-5.2025	-4.148529	405.408478
2124	694129	205986	33.211029	36.073757	-5.159594	-4.063176	404.717377
2125	477967	211403	33.563988	36.372845	-5.22357	-3.952495	404.41629
2126	793977	191638	33.955795	37.162842	-5.186557	-3.872441	404.481812
2127	441688	215711	34.837299	38.759468	-5.166339	-3.5917	404.212402
2128	500968	105770	35.743748	40.098354	-5.15382	-3.361771	405.579346
2129	547492	283676	36.528137	41.337986	-5.126738	-3.169842	403.944458
2130	558689	225631	37.137951	42.386269	-5.146989	-3.152832	403.259033
2131	529491	211283	37.712963	43.279984	-5.141454	-2.937017	403.456665
2132	780085	189167	38.232422	44.046047	-5.148148	-2.920955	403.775024
2133	608581	110664	38.718975	44.806149	-5.173646	-2.757165	403.411072
2134	451398	201273	39.15366	45.613228	-5.132426	-2.734102	402.520081
2135	422951	155100	39.547901	46.42009	-5.094979	-2.580937	402.530365
2136	490801	104390	40.067352	47.087955	-5.085756	-2.498774	402.817596
2137	747057	205307	40.454514	47.769226	-5.021967	-2.375148	404.183624
2138	425324	147705	40.865112	48.437588	-4.840565	-2.401072	404.116089
2139	592156	214656	41.153816	49.085712	-4.558105	-2.327384	403.779449
2140	600745	209984	41.62038	49.829414	-4.261424	-2.17305	404.115143
2141	738770	84120	41.896912	50.367901	-4.023267	-2.131864	404.252991
2142	712091	179348	42.319386	50.930332	-3.826126	-2.186813	403.545959
2143	547428	86328	42.665985	51.570805	-3.599997	-2.086224	403.964539
2144	657878	95566	43.014408	52.090836	-3.399516	-2.028968	404.659149
2145	429238	159921	43.189831	52.635296	-3.176213	-2.021882	404.717346
2146	500112	274210	43.520206	53.100422	-2.981082	-1.993198	404.774719
2147	406906	128741	43.856998	53.555172	-2.812988	-1.818191	404.457245
2148	628770	94335	44.061504	54.121471	-2.555783	-1.862112	403.44455
2149	769502	135445	44.460114	54.573326	-2.419962	-1.672551	404.069946
2150	620809	291941	44.755791	55.059383	-2.265284	-1.538739	403.567871
2151	749638	177082	44.721134	55.159138	-2.103044	-1.975485	403.513062
2152	599608	285903	44.99305	55.59547	-1.970731	-1.897898	404.380188
2153	720682	127535	45.181282	55.769138	-1.911218	-2.205345	404.7435
2154	607112	281476	45.234291	56.223103	-1.799072	-2.152185	404.646484
2155	756986	118805	45.272568	56.555973	-1.740958	-2.33917	404.925507
2156	577629	234763	45.45845	56.872189	-1.663983	-2.002157	405.054779
2157	477619	274731	45.870022	57.344025	-1.621622	-2.02815	405.028442
2158	795722	298152	46.404793	57.939041	-1.593841	-1.898835	404.286987
2159	782954	273173	46.649525	58.439899	-1.517993	-1.698219	403.384888
2160	712071	101687	46.765507	58.792881	-1.448259	-1.999158	402.468445
2161	424746	254679	46.969463	58.900955	-1.389751	-2.092109	401.957947
2162	751895	103876	47.176788	59.022587	-1.35565	-1.834263	401.936951
2163	786530	175651	48.027317	59.493401	-1.278389	-1.5594	402.108063
2164	626472	76929	47.987045	58.754002	-1.22998	-1.64997	402.730438
2165	410158	143954	47.217621	57.735779	-1.104668	-1.502595	402.891205
2166	790137	228438	47.083317	57.320156	-1.017408	-1.3223	403.110596
2167	456478	155589	46.987728	57.072498	-0.934201	-0.869476	403.144897
2168	451891	281510	46.886654	56.734112	-0.818039	-0.878064	403.475128
2169	724959	290490	46.758537	56.340469	-0.740825	-0.431113	404.047516
2170	794131	290824	46.836788	56.104271	-0.61909	-0.385208	404.046326
2171	422831	85007	46.813843	56.087345	-0.44278	-0.239763	403.646393
2172	793496	274398	46.670238	55.911922	-0.338935	-0.529853	403.981903
2173	610111	197679	46.583237	55.746502	-0.239269	-0.070437	404.647156
2174	563528	153051	46.173439	55.164379	-0.141636	-0.257478	404.256989
2175	671093	162075	45.311687	54.104382	-0.062313	-0.346305	404.0625
2176	620787	201091	44.78104	53.144035	0.003149	-0.873586	404.30661
2177	717080	198151	44.366734	52.325314	0.053376	-0.501715	404.586243
2178	720637	119691	44.026001	51.638695	0.118068	-0.085818	405.069122
2179	487973	281522	43.745453	50.759022	0.164125	-0.083808	405.37088
2180	448394	207016	43.300011	50.218872	0.246969	-0.533691	405.838684
2181	522980	101244	43.079395	49.735611	0.347741	0.539125	406.216156
2182	685022	236609	43.143951	48.784077	0.577518	1.712874	405.203491
2183	473679	263810	42.421566	47.618694	0.769088	1.240121	405.648254
2184	683345	96459	41.315548	47.144398	1.037564	1.477758	406.446564
2185	503904	203528	41.161156	46.973827	1.172585	1.300912	406.614197
2186	512992	150861	40.943134	46.887997	1.371088	0.862242	407.859833
2187	798932	281732	40.67551	46.575527	1.489502	1.150868	407.63855
2188	572409	298816	40.617039	46.121613	1.626294	1.788739	406.723206
2189	624711	127902	40.429695	45.619587	1.808914	1.456408	406.733032
2190	515144	271952	40.081932	45.078037	1.897665	1.440634	406.821228
2191	743532	254299	39.80022	44.56921	1.990444	1.393912	407.152466
2192	733012	277599	39.619331	44.181522	2.057333	1.374699	407.031708
2193	674622	134282	39.477982	43.770561	2.137864	1.499007	406.614319
2194	756830	194161	39.221699	43.518906	2.189629	1.471191	406.991974
2195	794864	217518	39.09087	43.05315	2.202625	1.521507	406.715393
2196	615887	206409	38.962101	42.899464	2.27103	1.489809	406.727692
2197	476575	116102	38.855972	42.719692	2.306354	1.435496	406.996735
2198	665487	131901	38.759258	42.547615	2.339997	1.267953	406.875305
2199	523801	155768	38.559921	42.322731	2.344221	1.098797	406.71701
2200	492053	82184	38.305107	42.124943	2.294434	0.698554	406.822174
2201	452568	107810	37.98341	41.883648	2.245942	0.448613	407.919586
2202	625490	162348	37.672283	41.576126	2.178013	0.434184	407.778351
2203	549949	288802	37.605545	41.433216	2.083428	0.563721	407.485413
2204	557759	127447	37.511986	41.146008	2.06413	0.943933	407.583405
2205	759700	80052	37.478672	40.857712	2.01943	0.958109	407.000732
2206	467327	174573	37.359085	40.686577	2.065714	1.125931	407.028198
2207	550807	264125	37.265163	40.412537	2.021343	0.815776	406.881348
2208	624655	280155	37.049564	40.253429	2.028207	0.716592	406.685944
2209	462297	290212	36.868687	40.036098	1.995774	0.633233	406.23645
2210	749168	288420	36.798908	39.772964	1.928921	0.617273	406.503082
2211	687802	76754	36.821171	39.681465	1.932958	1.063113	406.291016
2212	773281	90957	36.752239	39.48402	1.980974	0.981729	405.715027
2213	606017	237769	36.462212	39.21088	1.959203	1.038254	404.740021
2214	552064	297964	36.335152	38.930771	1.988349	1.304676	405.190491
2215	545294	166682	36.315517	38.668736	2.05425	1.593131	405.498047
2216	497024	239188	36.372646	38.473198	2.116183	1.704238	405.139954
2217	405594	251081	36.280109	38.359863	2.190685	1.680068	404.793793
2218	567411	234156	36.359581	38.320972	2.288355	1.662463	404.169617
2219	679725	152812	36.541687	38.545952	2.342143	1.609347	404.869049
2220	472344	146509	36.843513	39.070641	2.371849	1.426122	403.632538
2221	615754	279350	36.95982	39.512974	2.361527	0.889035	402.543335
2222	655628	271407	37.240719	40.329269	2.27827	0.686018	402.642975
2223	782918	75414	38.005398	41.88105	2.213067	0.543571	403.708893
2224	702939	131213	38.747086	43.284439	2.11775	0.50557	404.126038
2225	594220	80955	39.293049	44.453659	2.029706	0.838975	404.684052
2226	647098	185262	40.160229	46.256786	2.032593	0.721191	404.48941
2227	422713	201536	40.489422	46.484158	1.94299	0.892152	404.592102
2228	716746	111688	41.076683	47.36908	1.930832	0.907344	404.537445
2229	574016	268140	41.373322	48.139126	1.852017	0.951342	404.604248
2230	646239	193243	41.813389	48.788906	1.846839	1.5537	404.226196
2231	621885	101282	42.567513	49.570026	1.890222	1.843585	403.918274
2232	449803	115692	43.240067	50.364716	1.904701	2.143672	404.818329
2233	626860	153482	43.722458	50.954155	1.943229	2.181607	405.067596
2234	672754	114992	44.14817	51.599472	1.977993	1.927252	405.012939
2235	797026	233243	44.358871	52.077744	1.986016	1.94311	405.073303
2236	666315	254296	44.897949	52.571503	2.000477	2.170024	404.682587
2237	732973	245772	45.388817	53.075512	2.075599	2.655492	405.035736
2238	642037	113115	46.011215	53.572792	2.13572	2.379923	404.581818
2239	600574	104801	46.098377	54.207172	2.255666	2.234256	404.405518
2240	437013	163258	46.505161	54.732151	2.352993	2.049992	404.291687
2241	597440	168950	46.68668	55.292068	2.41083	1.85589	404.310516
2242	693773	287156	46.887131	55.756897	2.387417	1.83994	404.7099
2243	495056	129600	47.171364	56.377228	2.438295	1.82134	405.436951
2244	418601	175280	47.507038	56.776093	2.395576	1.544945	404.984467
2245	484197	299785	47.841915	57.30275	2.392831	1.558442	405.124603
2246	726892	222156	47.938351	57.660828	2.31489	1.371548	405.231842
2247	726330	124918	48.075672	57.952908	2.234119	1.321317	404.731598
2248	703019	294005	48.334698	58.329311	2.21959	1.120549	405.355865
2249	470964	120133	48.627312	58.649441	2.135018	1.436313	405.014313
2250	434166	286185	48.930389	59.18507	2.19011	1.386736	405.418365
2251	449895	114097	49.055218	59.514782	2.2123	1.882966	404.568054
2252	739199	171644	49.108772	59.82143	2.310922	1.952665	405.078156
2253	411395	80914	49.17239	59.862667	2.364559	1.670989	405.511597
2254	692317	241224	49.16716	60.233833	2.461835	1.526736	404.559692
2255	710355	205412	49.387009	60.574005	2.473313	1.576744	403.64978
2256	555979	109234	49.470608	60.864914	2.546387	1.38141	402.381134
2257	767089	219650	49.663208	61.06538	2.505099	0.906954	402.077087
2258	569232	129675	50.050777	61.265179	2.508812	0.879224	401.599426
2259	466429	253626	50.316742	61.384361	2.459843	0.637645	401.221161
2260	655885	244397	50.580849	61.574265	2.415896	0.521104	401.646362
2261	605003	224072	51.085033	61.526096	2.348326	0.552496	401.867096
2262	508468	258618	50.341129	60.200344	2.272682	0.54989	401.71521
2263	721574	237857	49.698792	59.194363	2.228112	0.24212	401.366974
2264	757113	215516	49.389225	58.601559	2.140165	0.353737	401.278259
2265	657247	298127	49.128139	58.313885	2.055596	0.287376	401.646027
2266	531252	137589	48.828754	57.959007	1.923777	0.033771	402.356384
2267	514677	234033	48.597931	57.602711	1.81878	0.15694	402.311157
2268	633253	228486	48.441799	57.335838	1.754298	0.035253	403.121918
2269	519006	174255	48.214867	57.060497	1.661127	-0.054069	404.115723
2270	644457	266739	47.500759	56.286446	1.587135	-0.218898	404.310181
2271	678979	264875	46.542732	55.070934	1.437769	-0.424636	404.308472
2272	776126	89189	45.844875	53.996151	1.342149	-0.289142	403.695618
2273	604091	76127	45.323223	53.038795	1.211948	-0.61105	403.782715
2274	452996	172104	44.718075	52.225021	1.091558	-0.654876	403.928314
2275	733476	75556	44.245346	51.454266	0.983819	-0.81937	405.01944
2276	428275	112000	43.782928	50.775784	0.89222	-0.813948	405.294952
2277	515710	161102	43.381901	50.011955	0.765324	-0.90131	404.98642
2278	481398	253061	42.459526	49.541451	0.674487	-1.012042	403.931763
2279	560636	232608	41.841026	49.248909	0.566962	-1.118164	404.532043
2280	635713	190068	41.712223	48.715744	0.457196	-1.512593	405.912384
2281	760529	119406	41.280556	48.164467	0.35636	-1.672448	405.845306
2282	672919	226817	41.02375	47.573425	0.264143	-1.73823	406.177338
2283	777755	79219	40.777622	46.964256	0.130195	-1.724501	406.496765
2284	524648	193891	40.558575	46.4753	0.035325	-1.927886	406.874115
2285	502306	273573	40.061474	45.948883	-0.059179	-1.957803	407.477325
2286	423057	92843	39.881504	45.439289	-0.168224	-2.181788	407.52652
2287	475848	287342	39.661674	44.972858	-0.260646	-2.135254	406.251038
2288	623063	264543	39.412422	44.525028	-0.318292	-2.213194	406.309265
2289	560258	258121	39.083576	44.065186	-0.386111	-2.017385	406.137482
2290	405363	284341	38.843361	43.697578	-0.508306	-2.178859	406.667694
2291	605735	190736	38.920639	43.345867	-0.586642	-2.121593	406.657288
2292	687216	214190	38.631386	42.868725	-0.671656	-2.316204	406.408936
2293	477051	205455	38.169144	42.461834	-0.753123	-2.328596	406.069
2294	799690	204046	38.029766	42.082203	-0.837096	-2.487668	406.296753
2295	405101	119564	37.798714	41.634506	-0.914545	-2.59668	406.402527
2296	439614	158709	37.454117	41.251465	-1.044114	-2.588126	406.650543
2297	692434	130799	37.272171	40.915493	-1.103186	-2.683702	406.350433
2298	767337	98149	37.059959	40.508202	-1.230543	-2.811909	406.203217
2299	453063	257827	36.911621	40.195393	-1.348514	-2.905302	406.449799
2300	734882	187846	36.593475	39.804058	-1.440564	-3.004647	406.647308
2301	537794	207256	36.431545	39.514122	-1.579618	-2.986754	406.242554
2302	406769	246360	36.187328	39.252769	-1.68289	-3.074065	406.116089
2303	726900	259178	36.024952	39.012741	-1.813125	-3.222917	406.099243
2304	681838	252892	35.789337	38.83638	-1.925714	-3.390254	405.82486
2305	647129	77819	35.552048	38.484634	-2.046324	-3.445676	405.413422
2306	739407	182588	35.305176	38.321884	-2.123842	-3.37039	405.170837
2307	614615	173110	35.14222	38.060276	-2.240672	-3.479606	404.401581
2308	790293	283226	34.741699	37.835567	-2.313207	-3.538759	404.321045
2309	768783	88345	34.718288	37.592892	-2.39276	-3.707065	404.257812
2310	454249	183479	34.446579	37.23571	-2.464554	-3.689913	404.413666
2311	508191	79192	34.366798	36.976452	-2.512332	-3.865643	403.287598
2312	476752	111399	34.239067	36.721107	-2.552837	-3.818751	403.92868
2313	458619	197226	33.89587	36.491203	-2.63618	-3.93457	403.390137
2314	742237	212300	33.875721	36.430611	-2.68411	-3.798107	401.472198
2315	580680	95638	34.307289	36.583981	-2.729435	-3.789301	402.314362
2316	439270	254040	34.588165	37.084091	-2.801059	-3.802808	403.491638
2317	651122	136639	34.803513	37.572136	-2.811843	-3.578159	403.051941
2318	600875	219390	35.098209	38.35619	-2.852091	-3.542049	403.430359
2319	535643	169344	35.986042	39.955444	-2.842228	-3.28037	403.941406
2320	552505	287599	36.899014	41.368168	-2.804228	-3.170439	405.241241
2321	735847	238615	37.667175	42.523014	-2.791083	-3.051893	404.15451
2322	544415	151821	38.436695	43.514046	-2.717529	-2.948838	403.581085
2323	553090	270402	38.600231	44.391457	-2.671489	-3.137224	403.300018
2324	581205	197674	39.122841	45.336826	-2.554847	-2.725364	403.195038
2325	543967	202814	39.655369	46.112991	-2.466292	-2.499832	404.089844
2326	506596	239759	40.157108	46.841003	-2.40596	-2.367398	404.132416
2327	554091	275347	40.57037	47.574329	-2.309945	-2.376595	404.284302
2328	402951	146531	40.964649	48.297897	-2.23052	-2.232376	404.592346
2329	673407	133121	41.492798	49.115776	-2.07405	-2.021619	403.9711
2330	468196	291858	41.79459	49.916519	-1.935337	-1.625131	403.110138
2331	575467	228157	42.109463	50.629063	-1.805885	-1.626936	402.822388
2332	714491	220615	42.564384	51.287838	-1.710415	-1.538313	402.600342
2333	772156	95522	43.219845	51.919769	-1.651148	-1.415729	402.444458
2334	545040	240706	43.483917	52.620388	-1.519679	-1.388797	402.219788
2335	475102	243093	43.64502	53.319969	-1.325689	-1.652026	402.281281
2336	446950	198590	44.030087	53.801872	-1.231888	-1.656131	402.611206
2337	449525	256764	44.336102	54.295876	-1.111665	-1.543002	402.778015
2338	465253	77095	44.835125	54.735405	-1.043043	-1.175594	403.11377
2339	689662	163503	45.010941	55.318466	-0.933503	-1.327665	403.830627
2340	562063	194543	45.322239	55.816257	-0.822652	-0.974893	404.636505
2341	607060	228107	45.704002	56.417358	-0.673118	-1.193462	403.974609
2342	605381	229763	46.02235	56.95525	-0.620959	-1.49936	402.713715
2343	577954	103473	46.28933	57.471165	-0.532051	-1.274028	402.65213
2344	441779	233204	46.496914	57.90987	-0.444637	-1.627737	402.991455
2345	732586	115448	46.68697	58.374462	-0.391885	-1.729475	403.399445
2346	462916	89193	46.981258	58.801201	-0.321542	-1.545225	403.574677
2347	572583	248441	47.210026	59.257629	-0.26257	-1.704879	404.847961
2348	483874	220862	47.304882	59.580563	-0.255996	-2.101852	404.824768
2349	630557	232484	47.44648	60.038719	-0.265415	-2.038489	405.651398
2350	475651	276496	47.717129	60.431282	-0.282311	-2.236362	404.019409
2351	671876	84726	47.990795	60.730537	-0.288529	-2.249052	402.856781
2352	475815	107175	47.819767	61.138775	-0.32653	-2.540794	402.509186
2353	505876	194564	48.092091	61.482994	-0.339662	-2.246684	402.73233
2354	601979	126112	48.137482	61.878067	-0.398101	-2.792363	402.411804
2355	685112	161637	48.257263	62.307007	-0.438982	-2.665493	402.641632
2356	609353	155237	49.215988	62.874226	-0.410843	-2.517101	403.161743
2357	676502	225372	49.078075	62.183792	-0.382381	-2.205515	404.85675
2358	492821	140921	48.173206	60.635387	-0.392326	-1.947198	404.120117
2359	501510	198216	48.202869	59.770348	-0.414608	-1.482717	403.863251
2360	562216	192523	48.231365	59.206879	-0.381632	-0.770888	404.062378
2361	601350	209793	48.096687	58.764362	-0.327449	-0.550651	403.793457
2362	795667	154060	47.943386	58.494102	-0.252643	-0.279314	403.809174
2363	528158	152546	48.016361	58.169975	-0.167373	-0.263388	404.075073
2364	512502	241525	47.839287	57.864033	-0.122082	-0.151617	404.05188
2365	622921	258789	47.718609	57.618141	-0.017822	-0.175208	404.653748
2366	715346	147478	47.184505	57.140965	0.041385	-0.026731	405.050781
2367	715457	105611	46.327152	56.06567	0.125118	-0.1694	405.016083
2368	600728	116121	45.738537	55.061672	0.16903	-0.243153	405.685364
2369	607148	283948	45.15015	54.232437	0.194836	-0.221572	405.688507
2370	614856	173875	44.787483	53.483559	0.220538	-0.219306	405.911194
2371	732891	165721	44.379208	52.816944	0.266618	-0.08555	405.671112
2372	744007	201215	43.979504	52.246109	0.301224	-0.174748	405.41684
2373	416087	212090	43.617283	51.539448	0.270122	-0.333189	404.823273
2374	683773	98281	42.787601	51.33791	0.319654	0.079079	403.410156
2375	681892	149237	42.518753	51.248398	0.349172	-0.045208	403.522278
2376	687729	297698	42.403885	50.888039	0.369697	0.097219	403.739685
2377	430617	208878	42.300751	50.482178	0.417236	-0.049606	403.710907
2378	610040	198037	41.929398	49.925468	0.476	-0.090213	404.39267
2379	720579	86196	41.516945	49.343266	0.460634	-0.314419	405.493317
2380	512379	170730	41.276402	48.826633	0.466547	-0.254991	406.473938
2381	610517	214007	40.950748	48.374306	0.463822	-0.222696	407.120331
2382	539236	76081	40.671036	47.957542	0.464231	-0.240121	407.307404
2383	548844	270777	40.540932	47.559166	0.469306	-0.062348	407.504974
2384	784374	256703	40.336033	47.178677	0.468318	-0.323958	405.645569
2385	494712	134899	40.023018	46.815224	0.487259	-0.208099	406.084534
2386	740258	199737	39.844425	46.365993	0.490598	-0.051241	406.221069
2387	488197	149705	39.621948	45.815022	0.499428	0.215803	406.256012
2388	466372	265112	39.551495	45.687469	0.608313	0.290084	406.028351
2389	696901	233760	39.406818	45.090836	0.626351	0.33495	406.266632
2390	594399	94528	39.191673	44.714798	0.691043	0.422465	405.616058
2391	560674	182561	39.022366	44.396458	0.774128	0.616868	405.542572
2392	557974	133804	38.920189	44.104458	0.823356	0.74749	405.849335
2393	463335	201491	38.855602	43.812393	0.950967	0.759652	405.786621
2394	687171	124886	38.729115	43.535675	1.025027	0.641034	405.727203
2395	689501	86960	38.563095	43.428078	1.099155	0.488264	406.020172
2396	451514	164690	38.322803	43.010757	1.088547	0.352994	405.822113
2397	625843	209340	38.154373	42.779667	1.131569	0.425719	405.729523
2398	583969	246963	38.163723	42.577454	1.12278	0.453483	405.889587
2399	644026	216755	38.08408	42.43153	1.157408	0.45338	405.536926
2400	750628	193402	37.969955	42.226875	1.171521	0.431843	405.286407
2401	775029	201269	37.967594	42.041462	1.176945	0.567383	404.704071
2402	669211	236501	37.936527	41.921719	1.21808	0.542378	404.737335
2403	421756	258530	37.824875	41.662102	1.204828	0.466036	404.9617
2404	781703	262002	37.5093	41.49807	1.240908	0.407647	404.001892
2405	435690	296465	37.424297	41.221375	1.207928	0.420847	404.330933
2406	732764	282768	37.2663	40.851044	1.167049	0.374892	405.000763
2407	537903	123103	37.096294	40.694054	1.250767	0.69198	405.088165
2408	696149	133867	37.022427	40.349796	1.258553	0.427835	405.096222
2409	442051	93901	36.455631	39.8811	1.267612	-0.324622	403.433624
2410	418794	152566	35.974876	39.010952	1.221589	-0.387372	402.733978
2411	651981	285052	36.207565	38.978622	1.159333	-0.347957	404.649292
2412	415461	127092	36.640301	39.573994	1.114679	-0.468834	404.321259
2413	498438	95488	36.69463	40.063053	1.024261	-0.384834	402.956573
2414	637267	106838	37.474335	41.105873	1.084507	0.297392	402.833588
2415	545802	84227	38.558083	42.756344	1.104061	0.541765	402.247101
2416	677056	125013	39.589748	44.334328	1.198343	0.748603	402.743134
2417	678466	280958	40.296516	45.620987	1.224229	0.763093	404.417328
2418	661622	90221	41.02417	46.738186	1.289738	1.027139	403.204498
2419	571597	103975	41.764446	47.765129	1.327552	1.477562	403.44812
2420	418447	122650	42.198326	48.565193	1.408927	1.500657	403.396606
2421	537120	134680	42.651394	49.366085	1.516057	1.827302	404.125488
2422	530475	218343	43.002499	50.102425	1.61076	1.968421	403.762665
2423	514350	166091	43.417595	50.846859	1.708956	2.071096	403.500732
2424	423915	148885	44.067001	51.635353	1.874194	2.447544	404.089813
2425	522643	120509	44.455055	52.315376	2.035543	2.428997	402.995117
2426	577614	154717	44.907246	52.999977	2.207344	2.435961	403.002502
2427	789573	175106	45.459816	53.750835	2.286973	2.33194	402.842285
2428	506678	297800	45.671028	54.346088	2.394912	2.304977	402.341583
2429	512201	227909	46.097206	54.921593	2.459001	2.262476	402.051819
2430	725513	107646	46.267715	55.505108	2.577012	2.361459	401.942505
2431	779851	171334	46.686256	56.133167	2.660321	2.515744	402.595337
2432	579382	192872	46.900463	56.558674	2.710126	2.476534	402.674286
2433	592714	223397	47.173695	56.995319	2.778758	2.5362	402.243225
2434	575046	135059	47.531986	57.660767	2.880116	2.655637	402.18045
2435	628609	265169	47.9431	58.135735	2.913415	2.690742	403.045654
2436	773858	162182	48.251381	58.629505	2.987339	3.325088	403.302246
2437	450690	251204	48.627502	59.000248	3.091191	3.686338	403.964844
2438	630782	155506	48.822262	59.301552	3.209876	3.650879	403.471893
2439	781785	295176	49.043865	59.643425	3.402929	3.550094	403.412079
2440	469123	190088	49.232082	59.962692	3.507869	3.444489	403.831482
2441	426380	90717	49.402958	60.183601	3.587487	3.458816	403.534485
2442	649146	157913	49.695744	60.556606	3.677076	3.463175	404.355591
2443	515319	77286	50.114265	60.778347	3.814771	4.567326	404.802826
2444	590151	282644	50.572113	60.936069	4.020973	4.879014	405.186676
2445	598605	270119	50.870033	61.351494	4.278405	4.601007	404.755157
2446	697559	293597	50.976379	61.810246	4.438471	4.229918	402.641541
2447	656003	149814	51.064919	62.133041	4.496383	3.873399	402.885406
2448	565760	174912	51.167564	62.428089	4.520638	3.634561	402.190277
2449	516370	201378	51.271194	62.727703	4.512022	3.625977	402.450653
2450	431068	220787	51.30201	62.847157	4.479759	3.464639	402.861511
2451	521073	233084	51.004528	62.467781	4.444688	3.268095	403.10083
2452	546179	232091	50.652813	62.028435	4.381649	3.178603	403.284058
2453	656894	231337	50.478516	61.720066	4.309139	3.292197	403.30304
2454	672217	95591	50.179558	61.209324	4.338177	3.558712	403.285614
2455	462258	127906	49.809917	60.517467	4.358637	3.419587	402.896362
2456	587705	278484	49.461205	59.851048	4.344176	3.243141	403.553314
2457	452840	184123	49.117443	59.316078	4.289295	2.957412	403.866547
2458	511074	287891	48.729847	58.681522	4.204775	2.652512	403.845734
2459	792145	288989	48.533756	58.313259	4.134942	2.556521	403.958069
2460	478620	191114	48.312805	58.023884	4.024039	2.471714	404.031616
2461	786858	277721	48.133415	57.722809	3.921824	2.250625	404.460846
2462	430312	102067	47.909023	57.579823	3.847943	2.111295	405.011749
2463	498501	264727	47.967499	56.707523	3.689374	1.337516	404.837524
2464	699462	188279	47.505241	54.997166	3.393015	0.720425	404.938446
2465	580317	221533	47.060833	55.569069	3.160429	1.121315	404.264801
2466	422473	260150	47.145802	56.078251	3.064403	1.429856	405.253632
2467	591584	165701	47.505791	56.036156	3.01282	1.560666	405.313629
2468	528850	105337	47.420151	55.92144	2.998342	1.36264	404.992676
2469	621056	298586	47.072422	55.759678	2.870066	1.096907	403.956818
2470	652469	150455	46.769009	55.488197	2.82299	0.727303	402.309326
2471	418008	202660	46.4809	54.930424	2.71779	0.826609	402.614929
2472	529628	139060	46.057884	53.882023	2.509187	0.654524	403.374817
2473	660957	120864	45.526726	53.042553	2.287109	0.55316	403.011047
2474	740016	182151	44.548454	52.263161	2.131247	0.153371	404.009247
2475	749864	224795	43.951447	51.693249	2.043043	0.320369	403.460175
2476	450780	208402	44.050323	51.130032	1.926247	0.268248	403.476105
2477	638754	297060	43.983829	50.407017	1.701496	0.350944	403.535522
2478	490226	274333	43.596973	50.041813	1.607371	0.378923	404.004944
2479	503674	289591	43.375427	49.458447	1.459422	0.269509	404.927765
2480	623685	106444	43.308369	48.983532	1.343273	0.211119	405.483337
2481	411076	89407	42.996784	48.691959	1.365893	0.116058	405.645081
2482	425411	124586	42.576717	48.189556	1.195017	0.039562	405.928497
2483	549832	246000	42.662514	47.751381	1.064302	-0.039349	405.713867
2484	475935	245232	42.170567	47.182598	0.960642	-0.142726	405.425507
2485	692415	240188	41.586266	46.959755	0.933406	-0.290351	405.493195
2486	750695	120891	41.398903	46.508789	0.827478	-0.480645	405.621643
2487	480195	226081	41.039967	46.044376	0.742406	-0.718413	405.511993
2488	615970	111669	40.575085	45.818867	0.661831	-0.852102	405.39093
2489	751036	175782	40.427204	45.440907	0.55982	-1.059735	405.307129
2490	668298	196677	40.309475	45.078922	0.447674	-1.201092	405.013458
2491	693127	79006	39.987461	44.826614	0.33028	-1.315009	404.028656
2492	494181	245381	39.650368	44.387299	0.226926	-1.349059	403.956818
2493	752255	163196	39.460518	44.181286	0.134283	-1.487026	403.998077
