"ID"	"X"	"Y"	"L"
1937	7.74	13.57	79.23
1938	10.5	6.87	3.88
1939	16.25	7.68	89.88
1940	13.34	3.64	92.66
1941	11.59	0.59	28.53
1942	2.85	8.59	52.45
1943	8.39	0.15	85.43
1944	11.56	7.59	56.51
1945	16.74	4.18	90.43
1946	13.8	1.42	17.64
1947	8.37	12.36	89.59
1948	3.62	2.05	90.9
1949	16.1	9.83	23.22
1950	12.45	13	81.45
1951	2.12	13.24	10.06
1952	7.32	6.07	93.58
1953	7.22	8.37	0.59
1954	1.83	7.79	0.08
1955	8.2	4.44	8.98
1956	3.92	5.89	76.81
1957	3.76	1.9	90.03
1958	16.54	12.45	90.92
1959	7.54	7.23	15.34
1960	15.18	4.16	10.95
1961	1.32	1.9	90.81
1962	1.16	13.5	10.86
1963	18.75	0.23	10.28
1964	10.43	7.31	22.3
1965	7.43	7.86	96.14
1966	15.75	1.93	90.49
1967	10.1	5.58	10.62
1968	8.87	7.14	67.82
1969	0.77	8.44	89.72
1970	6.53	8.47	87.14
1971	17.1	10.71	90.22
1972	14.62	1.35	73.56
1973	6.61	1.05	44.91
1974	11.6	14.05	54.3
1975	17.38	12.41	90.51
1976	7.74	11.83	0.48
1977	14.06	11.82	16.88
1978	5.47	7.39	38.46
1979	9.44	11.62	30.56
1980	1.87	4.47	90.69
1981	10.24	9.7	87.44
1982	2.12	2.45	90.81
1983	11.77	7.48	26.06
1984	18.07	8.98	92.35
1985	11.24	6.25	86.34
1986	5.88	5.54	79.5
1987	13.25	6.24	53.72
1988	6.72	5.18	32.59
1989	19.52	0.82	10.38
1990	6.85	5.87	63.06
1991	8.28	9.4	14.3
1992	17.3	14.85	90.51
1993	9.54	8.39	19.65
1994	9.06	11.78	68.95
1995	9.88	0.25	78.88
1996	19.54	6.79	10.94
1997	1.48	14.92	10.99
1998	8.37	7.76	90.53
1999	15.22	4.33	90.25
2000	18.44	5.61	70.44
2001	1.74	3.52	90.32
2002	16.32	14.55	90.45
2003	1.29	0.31	90.15
2004	14.74	12.15	70.42
2005	16.19	1.81	90.68
2006	0.23	11.45	10.47
2007	4.61	10.07	10.51
2008	11.92	8.26	56.33
2009	12.09	13.25	76.03
2010	18.02	10.93	90.37
2011	2.52	4.8	90.64
2012	3.58	9.27	27.44
2013	19.31	8.14	50.25
2014	18.25	3.57	10.5
2015	18.55	13.91	90.69
2016	10.16	9.39	18.77
2017	9.58	11.81	76
2018	14.94	4.44	23.52
2019	18.78	0.33	10.1
2020	7.44	9.4	30.85
2021	15.03	12.63	90
2022	9.24	6.5	91.97
2023	9.58	3.21	76.51
2024	2.92	2.02	90.91
2025	9.91	14.69	6.37
2026	0.01	12.8	10.35
2027	0.49	5.77	94.77
2028	12.5	10.28	81.41
2029	16.94	14.13	90.95
2030	14.04	5.44	2.14
2031	11.53	1.9	56.35
2032	8.43	7.98	77.79
2033	12	11.15	84.06
2034	9.27	12.39	50.64
2035	12.61	10.56	0.99
2036	2.81	11.41	10.09
2037	18.44	4.48	10.89
2038	10.41	5.41	75.38
2039	16.06	12.84	90.31
2040	0.64	11.75	10.18
2041	17.6	9.58	16.46
2042	19.6	12.96	90.21
2043	0.46	4.82	90.36
2044	11.82	7.43	81.13
2045	15.2	3.93	90.43
2046	16.92	14.94	91
2047	9.67	10.99	79.61
2048	17.76	12.98	90.1
2049	0.86	7.63	4.42
2050	6.93	4.67	10.28
2051	17.86	5.14	60.63
2052	19.29	11.5	90.16
2053	10.89	8.58	88.56
2054	13.9	3.17	31.33
2055	8.29	10.01	58.23
2056	7.14	5	89.55
2057	7.75	0.17	47.84
2058	13.56	14.41	17.87
2059	15.26	14.02	90.1
2060	17.13	2.78	10.29
2061	19.68	1.9	90.2
2062	19.06	10.64	90.05
2063	19.74	12.8	90.76
2064	4.88	4.78	90.47
2065	18.56	5.36	45.61
2066	11.42	14.81	94.69
2067	4.53	1.7	90.44
2068	16.24	11.37	90.76
2069	19.06	6.36	22.46
2070	16.35	1.73	90.64
2071	10.48	4.12	62.33
2072	15.74	10.42	90.09
2073	1.93	5.03	41.11
2074	6.41	3.11	35.65
2075	0.09	11.62	10.34
2076	4.76	6.63	25.53
2077	14.64	10.79	13.5
2078	3.77	2.6	90.11
2079	7.19	2.1	20.67
2080	16.89	14.17	90.9
2081	4.7	2.21	90.72
2082	16.25	3.41	10.16
2083	12.33	14.57	56.63
2084	8.53	12.28	64.09
2085	7.49	10.49	13.28
2086	19.12	9.34	45.32
2087	0.93	11.09	10.61
2088	9.97	5.3	19.34
2089	15.16	3.2	90.16
2090	17.16	6.77	76.02
2091	2.77	9.66	58.98
2092	14.53	11.19	93.86
2093	6.74	8.95	15.18
2094	7.93	2.77	77.89
2095	0.23	3.46	90.75
2096	10.17	6.4	29.49
2097	13.94	14.78	30.35
2098	14.2	4.81	62.1
2099	1.29	13.88	10.5
2100	8.07	11.33	53.65
2101	6.5	0.5	96.89
2102	11.96	7.09	12.47
2103	19.59	4.49	10.89
2104	4.19	8.4	27.53
2105	2.41	6.83	5.08
2106	11.54	14.03	71.71
2107	7.19	2.92	0.97
2108	7.78	5.01	49.87
2109	13.26	11.7	22.68
2110	5.26	6.69	34.87
2111	18.3	2.17	90.23
2112	2.07	0.71	90.83
2113	10.87	4.59	41.33
2114	15.77	14.29	90.16
2115	11.64	0.59	26.4
2116	6.37	4.05	14.87
2117	5.17	0.52	50.69
2118	16.23	1.38	10.66
2119	19.52	10.67	90.44
2120	4.32	9.29	40.12
2121	17.93	4.77	10.3
2122	6.11	2.19	32.62
2123	19.14	12.1	90.99
2124	14.22	6.72	22.01
2125	12.72	1.98	51.01
2126	5.81	13.18	18.57
2127	3.61	1.1	90.73
2128	17.3	5.5	47.4
2129	15.59	8.56	46.3
2130	11.14	13.45	44.34
2131	9.28	0.84	7.02
2132	1.99	6.28	26.7
2133	12.59	7.2	98.74
2134	0.15	13.87	10.28
2135	12.11	5.82	42.98
2136	19.65	11.56	90.86
2137	12.67	13.42	26.15
2138	14.46	5.75	1.15
2139	4.51	1.31	90.12
2140	4.02	13.83	10.15
2141	4.46	1.86	90.33
2142	2.76	8.74	93.6
2143	12.51	9.47	82.65
2144	12.11	7.21	99.79
2145	2.2	4.31	90.97
2146	7.66	3.89	63.32
2147	8.42	14	98.59
2148	10.86	5.46	79.06
2149	8.82	12.61	63.89
2150	12.75	11.21	13.96
2151	11.51	7.64	54.61
2152	3.95	10.69	10.99
2153	15.15	5	2.01
2154	11.51	11.24	21.83
2155	0.14	6.59	28.19
2156	11.17	12.98	35.22
2157	9.09	6.86	83.38
2158	4.6	4.54	90.55
2159	3.96	3.19	90.77
2160	3.8	1.87	90.05
2161	5.79	10.29	45.61
2162	7.59	4.07	54.52
2163	19.47	8.44	63.82
2164	16.89	12.58	90.38
2165	19.81	0.06	90.02
2166	16.72	14.72	90.24
2167	17.44	14.08	90.32
2168	10.26	11.66	11.54
2169	4.36	9.42	60.02
2170	5.68	12.77	53.25
2171	14.12	10.03	74.29
2172	3	13.11	10.28
2173	16.8	7.01	26.88
2174	0.85	8.2	83.3
2175	0.58	14.51	10.39
2176	3.78	1.32	90.82
2177	0.79	2.9	90.85
2178	3.65	8.15	21.02
2179	11.69	8.1	82.47
2180	15.12	1.47	10.07
2181	5.86	3.02	31.19
2182	2.61	3.82	90.51
2183	13.75	1.4	57.63
2184	17.7	3.99	90.86
2185	18.75	7.79	81.82
2186	18.01	10.87	90.45
2187	11.25	6.66	20.69
2188	18.99	4.26	90.08
2189	14.97	8.24	84.92
2190	5.67	9.58	22.55
2191	2.24	3.52	90.42
2192	17.15	1.58	10.03
2193	8.23	12.23	20.15
2194	9.95	10	47.15
2195	7.77	7.35	29.38
2196	16.57	12.56	90.21
2197	7.25	6.81	61.08
2198	3.48	11.38	10.3
2199	12.47	8.07	76.65
2200	17.74	2.01	10.98
2201	13.66	0.75	78.87
2202	2.76	2.12	90.71
2203	13.39	1.2	52.11
2204	15.78	10.22	90.5
2205	7.01	8.53	6.1
2206	17.35	8.97	71.64
2207	6.05	5.36	29.26
2208	4.89	5.76	83.81
2209	3.23	1.3	90.1
2210	7.78	8.11	92.45
2211	13.62	6.68	18.19
2212	5.37	6.94	87.58
2213	16.65	4.51	90.58
2214	5.08	14.2	89.86
2215	2.24	9.91	84.64
2216	2.85	1.05	90.41
2217	12.22	0.96	90.82
2218	18.1	9.21	33.5
2219	11.46	2.71	38.37
2220	16.77	9.39	79.51
2221	15.42	7.25	68.66
2222	1.14	7.42	26.19
2223	5.73	10.45	11.05
2224	13.42	9.45	27.47
2225	17.02	14.22	90.49
2226	16.83	3.63	10.53
2227	4.54	5	90.23
2228	14.68	0.84	26.95
2229	10.91	12.21	76.26
2230	16.01	6.98	50.14
2231	17.88	4.32	10.12
2232	18.15	12.3	90.68
2233	0.07	10.65	10.16
2234	13.94	7.7	90.4
2235	4.97	4.48	90.34
2236	17.25	12.77	90.24
2237	5.59	7.96	89.71
2238	14.25	12.95	72.72
2239	14.03	1.96	16.27
2240	12.4	8.35	68.48
2241	6.48	0.41	17.23
2242	12.49	7.74	53.84
2243	19.77	6.3	69.19
2244	18.52	14.75	90.6
2245	8.4	2.33	63.22
2246	0.29	13.06	10.45
2247	9.64	10.48	73.96
2248	17.59	5.47	49.46
2249	4.94	13.13	10.36
2250	6.41	0.12	28.57
2251	1.02	2.07	90.97
2252	1.05	12.05	10.45
2253	10.46	10.36	26.97
2254	9.01	3.82	76.81
2255	0.29	2.68	90.2
2256	18.54	1.57	90.69
2257	12.15	11.4	47.17
2258	7.24	6.27	45.68
2259	13.51	11.29	13.9
2260	17.45	14.94	90.23
2261	16.18	10.85	90.27
2262	2.76	12.58	10.25
2263	5.55	3.79	69.52
2264	10.41	9.52	76.56
2265	19.81	1.07	90.57
2266	15.24	2.44	10.33
2267	6.07	12.75	47.05
2268	7.05	1.59	92.56
2269	12.28	8.03	74.62
2270	18.89	0.7	10.55
2271	5.03	12.59	25.75
2272	18.68	14.7	90.45
2273	17.98	1.44	10.58
2274	18.98	0.73	90.45
2275	6.4	12.44	39.7
2276	7.46	5.65	58.54
2277	6.33	0.94	41.54
2278	16.26	10.46	90.93
2279	5.97	8.72	72.72
2280	18.17	3.01	90.28
2281	14.59	10.31	92.23
2282	17.77	8.99	45.37
2283	10.51	8.09	73.17
2284	15.44	14.69	90
2285	6.37	13.67	76.25
2286	18.38	5.14	27.09
2287	5.69	2.86	12.03
2288	18	10.44	90.02
2289	3.83	4.81	90.24
2290	2.94	13.79	10.7
2291	14.35	10.49	10.39
2292	1.79	2.07	90.48
2293	14.14	4.42	50.91
2294	9.57	2.65	0.98
2295	4.17	13.59	10.63
2296	1.03	9.38	27.76
2297	14.01	10.67	60.14
2298	13.6	13.13	54.67
2299	19.53	5.52	69.92
2300	4.36	5.22	3.36
2301	8.34	6.49	84.21
2302	14.65	13.54	60.03
2303	0.5	14.93	10.89
2304	14.94	0.87	4.39
2305	5.19	5.68	54.47
2306	2.99	6.99	5.74
2307	4.52	7.35	97.07
2308	16.22	6.96	35.22
2309	18.04	11.43	90.48
2310	18.46	2.32	10.23
2311	12.23	4.59	82.58
2312	16.49	14.58	90.39
2313	7.69	9.72	76.69
2314	9.48	5.39	48.43
2315	3.32	14.01	10.52
2316	14.8	11.9	74.61
2317	9.86	9.45	17.63
2318	16.29	12.3	90.81
2319	1.43	2.44	90.13
2320	15.47	12.61	90.81
2321	6.53	10.74	42.68
2322	15.39	8.28	24.58
2323	18.94	13.48	90.43
2324	3.42	13.6	10.28
2325	14.09	3.17	94.11
2326	5.1	0.81	84.06
2327	0.19	14.29	10.8
2328	3	2.73	90.04
2329	17.79	6.05	59.55
2330	12.51	1.42	48.56
2331	6.26	1.07	9.6
2332	1.29	5.21	0.01
2333	5.19	4.05	36.5
2334	17.79	7.22	80.78
2335	9.89	2.95	74.47
2336	6.44	8.13	1.07
2337	0.23	0.12	90.76
2338	11.16	7.58	91.83
2339	4.24	12.03	10.12
2340	18.32	6.95	60.89
2341	6.08	13.04	35.69
2342	9.33	1.59	55.84
2343	16.01	7.28	32.44
2344	10.79	7.05	86.61
2345	10.67	14.12	59.5
2346	5.78	3.7	87.03
2347	13.95	7.01	78.75
2348	13.9	3.6	63.03
2349	3.87	5.3	48.65
2350	15.29	0.33	10.66
2351	10.72	0.7	81.72
2352	12.02	1.15	78.09
2353	10.67	12.71	90.28
2354	6.27	11.69	15.67
2355	16.64	7.25	17.58
2356	2.88	2.17	90.17
2357	0.04	14.53	10.22
2358	0.47	0.83	90.42
2359	17.07	13.29	90.64
2360	15.52	8.86	9.84
2361	19.71	0.27	10.8
2362	7.78	9.86	79.95
2363	18.19	1.1	90.92
2364	16.29	1.72	10.15
2365	9.74	5.6	58.14
2366	4.67	13.39	10.07
2367	18.85	14.2	90.52
2368	18.96	5.9	70.51
2369	18.15	11.61	90.46
2370	2.87	14.38	10.16
2371	19.47	6.09	1.17
2372	1.58	1.52	90.96
2373	4.29	14.51	10.18
2374	19.33	13.42	90.56
2375	10.49	14.36	6.6
2376	16.75	9.98	93.73
2377	11.97	6.95	19.26
2378	5.6	8.31	39.07
2379	1.37	7.67	89.64
2380	2.41	5.68	35.25
2381	4.32	9.88	38.32
2382	9.41	5.65	68.05
2383	12.94	2.43	67.52
2384	2.11	6.58	41.59
2385	4.11	8.59	75.91
2386	12.77	9.79	69.44
2387	13.09	0.47	63.08
2388	16.58	8.59	15.98
2389	8.57	4.64	31.64
2390	13.67	13.61	52.5
2391	6.18	13.48	69.99
2392	15.25	3.26	10.62
2393	17.9	5.47	18.38
2394	13.16	6.41	38.19
2395	14.91	13.96	59.78
2396	5.45	9.99	83.52
2397	1.45	7.19	89.79
2398	16.28	6.29	65.58
2399	14.92	8.48	34.52
2400	15.2	10.33	90.09
2401	15.1	13.36	90.92
2402	3.29	13.69	10.86
2403	11.4	1.61	75.36
2404	15.58	9.9	33.81
2405	19.83	8.63	83.06
2406	9.83	4.94	33.7
2407	11.45	7.39	88.32
2408	5.18	12.27	90.03
2409	17.92	11.23	90.84
2410	3.69	0.88	90.24
2411	15.69	10.28	90.09
2412	6.83	0.73	31.45
2413	2.45	2.47	90.83
2414	2.88	13.87	10.77
2415	18.86	6.46	35.37
2416	16	14.5	90.81
2417	13.46	2.73	93.83
2418	2.32	11.22	10.68
2419	13.53	6.45	64.9
2420	5.59	11.31	25.53
2421	0.13	14.38	10.33
2422	15.3	1.04	90.32
2423	8.3	9.49	35
2424	9.66	13.06	85.63
2425	4.45	8.27	84.71
2426	7.49	13.58	33.9
2427	3.28	12.21	10.27
2428	19.79	14.07	90.27
2429	18.77	14.57	90.1
2430	6.51	11.32	21.45
2431	10.65	5.96	30.97
2432	17.7	10.26	90.86
2433	13.9	6.17	88.54
2434	12.54	14.51	69.55
2435	19.55	7.8	92.88
2436	12.47	10.26	13.2
2437	18.34	7.81	69.32
2438	15.49	3.49	90.48
2439	18.63	7.28	11.19
2440	19.63	7.08	50.59
2441	14.98	10.75	33.15
2442	13.96	2.15	74.12
2443	9.41	12.24	69.22
2444	11.5	12.95	73.37
2445	8.75	12.85	58.9
2446	1.82	6.31	99.03
2447	15.21	2.07	90.3
2448	14.71	1.01	61.73
2449	7.28	8.06	20.32
2450	8.1	5.95	1.48
2451	5.45	10.51	46.96
2452	6.44	5.48	5.38
2453	3.95	4.44	90.69
2454	5.28	11.96	31.98
2455	10.33	3.98	16.64
2456	0.61	0.06	90.59
2457	0.94	2.46	90.63
2458	4.57	12.4	10.29
2459	19.84	7.16	96.04
2460	3.12	12.29	10.78
2461	8.17	3.74	43.15
2462	5.18	10.3	29.66
2463	15.83	7.76	23.2
2464	11.14	10.23	62.56
2465	15.4	2.99	10.61
2466	19.76	3.5	10.14
2467	14.07	9.95	26.28
2468	6.98	0.6	21.32
2469	8.32	1.55	18.46
2470	19.63	0.6	90.75
2471	1.44	12.81	10.35
2472	19.44	0.29	90.98
2473	5.53	11.78	46.72
2474	10.16	12.61	84.14
2475	15.63	12.55	90.26
2476	4.56	14.83	10.38
2477	4.7	10.27	10.68
2478	6.62	10.56	87.73
2479	7.4	5.84	37.92
2480	9.47	11.43	39.17
2481	2.22	4.45	90.92
2482	5.27	7.6	86.93
2483	0.95	11.95	10.85
2484	17.55	10.88	90.15
2485	4.4	9.06	8.99
2486	14.47	2.94	62.29
2487	16.19	0.47	10.37
2488	13.16	8.04	51.7
2489	15.21	7.99	28.78
2490	10.77	11.77	95.24
2491	14.61	12.75	91.34
2492	19.77	8.37	72.95
2493	6.89	2.97	51.52
2494	9.84	12.68	32.54
2495	10.13	11.06	53.57
2496	3.94	12.66	10.95
2497	4.76	12.05	10.17
2498	10.59	6.22	75.2
2499	17.63	0.17	10.44
2500	6.42	12.42	29.54
2501	0.63	4.2	90.94
2502	19.61	8.37	42.16
2503	13.38	0.47	56.12
2504	5.47	10.59	57.92
2505	2.88	8.11	50.77
2506	16.02	12.33	90.69
2507	5.42	9.88	48.65
2508	3.6	4.24	90.23
2509	19.13	1.66	10.33
2510	13.88	14.05	87.14
2511	0.51	2.59	90.49
2512	5.15	9.2	45.19
2513	2.73	3.55	90.88
2514	5.01	12.19	99.64
2515	15.31	4.04	10.88
2516	12.65	8.46	51.17
2517	10.36	1.7	71.3
2518	15.59	13.93	90.95
2519	18.45	4.22	10.71
2520	15.77	0.45	10.78
2521	16.85	2.78	90.16
2522	4.18	11.81	10.41
2523	11.11	13.7	28.58
2524	1.65	9.8	23.17
2525	9.32	14.21	61.61
2526	17.35	8.28	78.77
2527	6.43	11.9	13.12
2528	16.57	7.6	3.64
2529	18.61	2.1	10.94
2530	9.62	11.31	31.07
2531	1.85	7.03	77.97
2532	9.44	5	97.71
2533	19.27	8.53	33.24
2534	11.39	11.8	11.31
2535	11.22	3.64	9.78
2536	3.39	14.14	10.65
2537	10.2	0.63	85.33
2538	19.1	10.74	90.29
2539	2.12	8.54	93.77
2540	9.16	10.62	32.62
2541	3.71	7.28	80.96
2542	7	4.51	53.31
2543	8.89	11.08	17.51
2544	13.16	2.94	79.72
2545	15.39	14.47	90.33
2546	9.38	9.95	49.69
2547	0.01	3.49	90.71
2548	11.9	13.01	84.13
2549	5.92	1.11	34.99
2550	14.18	1.36	2.12
2551	0.16	9.46	96.82
2552	3.1	12.85	10.98
2553	17.37	10.86	90.01
2554	11.74	9.6	92.67
2555	16.38	8.81	22.7
2556	6.18	0.67	25.81
2557	9.48	3.57	87.4
2558	4.73	0.42	90.6
2559	19.21	8.98	68.73
2560	1.2	1.87	90.36
2561	8.36	3.38	48.89
2562	4.78	9.81	77.5
2563	10.55	9.23	83.31
2564	19.02	10.83	90.92
2565	0.58	10.92	10.76
2566	16.69	12.05	90.52
2567	5.34	5.69	77.59
2568	2.13	7.83	85.14
2569	15.92	12.39	90.61
2570	11.06	10.77	35.95
2571	15.06	13.37	90.5
2572	8.66	3	9.89
2573	1.89	12.3	10.96
2574	2.96	8.42	32.77
2575	2.4	2.11	90.15
2576	5.36	9.45	26.39
2577	4.14	14.75	10.75
2578	10.7	14.66	46.77
2579	6.08	5.49	5.76
2580	10.3	1.4	80.64
2581	1.21	7.33	18.06
2582	19.23	12.36	90.44
2583	6.81	11.65	53.78
2584	2.02	0.14	90.22
2585	17.62	14.04	90.27
2586	11.27	9.14	78.39
2587	1.13	2.84	90.63
2588	18.09	12.46	90.55
2589	0.89	1.51	90.59
2590	0.35	11.23	10.52
2591	13.8	12.51	45.37
2592	9.56	2.58	0.36
2593	2.65	12.93	10.21
2594	5.85	6.04	85.47
2595	2.83	10.8	10.58
2596	1.43	0.7	90.48
2597	4.13	1.17	90.67
2598	15.17	0.63	11
2599	14.5	10.14	66.58
2600	15.84	13.43	90.01
2601	18.78	6.28	37.4
2602	13.25	14.35	95.73
2603	9.8	0.19	0.87
2604	8.33	4.8	34.13
2605	5.32	14.63	71.39
2606	1.85	13.06	10.52
2607	15.89	12.59	90.08
2608	1.55	12.04	10.07
2609	8.76	6.67	51.9
2610	18.88	7.17	36.11
2611	10.86	12.98	47.21
2612	0.31	3.23	90.83
2613	7.72	10	86.93
2614	16.78	9.2	92.46
2615	9.45	5.59	8.27
2616	7.42	3.62	87.23
2617	5.02	13.17	16.16
2618	9.49	3.02	16.83
2619	3.01	8.24	10.84
2620	13.75	3.11	90.79
2621	11.18	2.01	2.76
2622	10.55	5.21	27.84
2623	8.63	12.1	22.4
2624	18.81	1.4	10.59
2625	9.51	11.81	3.76
2626	4.99	14.12	10.01
2627	10.81	14.28	4.19
2628	8.81	9.74	6.97
2629	5.41	0.27	87.67
2630	0.7	1.75	90.22
2631	15.59	7.36	94.52
2632	9.48	9.1	6.15
2633	19.82	4.21	10.47
2634	17.4	14.59	90.33
2635	8.09	1.56	21.43
2636	17.12	12.53	90.32
2637	19.81	5.07	71.56
2638	15.13	10.65	90.91
2639	13.73	7.43	27.37
2640	4.51	8.53	33.08
2641	11.01	6.16	99.48
2642	15.53	13.65	90.19
2643	14.64	2.26	20.64
2644	0.95	8.41	51.47
2645	6.17	3.74	24.5
2646	14.18	0.17	15.34
2647	8.21	8.64	43.73
2648	11.74	13.16	23.18
2649	0.05	9.68	47.06
2650	4.47	14.78	10.39
2651	18.91	4.06	10.36
2652	15.4	5.72	13.2
2653	7.76	11.36	62.59
2654	2.1	9.04	12.24
2655	3.91	5.81	17.54
2656	17.1	11.31	90.28
2657	9.56	0.53	2.66
2658	15.6	12.37	90.44
2659	0.72	3.81	90.15
2660	11.93	3.36	85.26
2661	2.07	3.53	90.02
2662	16.66	13.15	90.16
2663	0.93	9.53	21.94
2664	7.1	8.29	30.48
2665	11.39	1.03	37.42
2666	10.45	11.22	79.39
2667	0.9	6.35	77.35
2668	11.84	6.1	25.98
2669	10.19	7.07	67.7
2670	6.22	7.26	14.2
2671	18.39	9.61	47.87
2672	19.07	0.55	90.74
2673	5.84	2.73	87.54
2674	9.21	9.99	64.41
2675	6.45	1.53	67.98
2676	7.7	1.56	6.76
2677	15.31	2.37	90.02
2678	16.21	4.71	10.41
2679	4.16	3.2	90.89
2680	10	4.03	62.07
2681	17.67	6.32	83.93
2682	3.57	1.08	90.11
2683	6.17	13.46	8.55
2684	3.73	13.62	10.45
2685	9.25	9.1	39.73
2686	7.82	5.1	79.58
2687	8.32	12.33	15
2688	3.05	8.15	9.67
2689	14.89	5.96	61.47
2690	15.28	14.82	90.08
2691	15.79	2.56	10.19
2692	15.35	3.83	10.14
2693	16.95	9.86	92.82
2694	2.96	7.8	23.31
2695	8.98	14.23	73.39
2696	6.75	9.86	85.44
2697	0.73	0.57	90.12
2698	7.48	11.13	47.07
2699	15.34	9.98	70.33
2700	10.34	12.81	29.08
2701	9.95	9.27	59.42
2702	16.27	11.02	90.11
2703	15.46	2.93	90.11
2704	8.68	1.52	14.16
2705	0.34	14.29	10.93
2706	15.48	5.89	51.7
2707	15.06	2.15	10.13
2708	14.07	1.65	96.5
2709	14.12	8.44	1.4
2710	18.93	14.99	90.32
2711	15.44	11.84	90.18
2712	13.73	6.67	78.38
2713	11.22	6.58	19
2714	4.14	8.1	80.04
2715	8.95	3.52	3.5
2716	13.2	11.38	27.54
2717	1.55	11.66	10.56
2718	4.25	2.87	90.34
2719	4.71	11.07	10.02
2720	15.17	5.73	53.4
2721	18.98	5.87	97.37
2722	7.14	1.35	86.97
2723	9.38	6.25	75.39
2724	9.54	2	65.91
2725	16.75	9.35	82.08
2726	7.29	8.33	24.12
2727	7.87	4.75	54.71
2728	5.91	9.62	46.77
2729	9.27	3.99	66.14
2730	16.38	1.36	90.47
2731	10.9	12.45	86.62
2732	17.43	14.55	90.49
2733	14.67	9.69	19.86
2734	10.81	9.13	49.42
2735	5.12	3.1	99.37
2736	18.72	4.1	10.57
2737	10.7	12.54	58.51
2738	17.05	0.08	10.51
2739	12.62	1.78	88.35
2740	6.23	10.77	13.66
2741	8.95	13.87	74.17
2742	6.16	14.22	33.88
2743	6.11	1.54	89.01
2744	19.99	12.26	90.54
2745	13.37	11.93	89.29
2746	7.68	0.09	41.77
2747	15.54	8.42	73.28
2748	12.54	12.38	10.51
2749	2.73	10.91	10.09
2750	7.15	12.4	25.51
2751	6.39	11.25	76.47
2752	10.83	10.22	21.77
2753	0.84	14.91	10.26
2754	19.91	9.03	85.47
2755	0.19	3.04	90.23
2756	8.07	6.61	19.81
2757	0.93	12.05	10.42
2758	5.96	2.32	33.92
2759	13.24	3.19	29.25
2760	17.67	0.95	90.59
2761	11.76	0.34	97.62
2762	12.23	10.63	99.4
2763	10.79	15	11.97
2764	3.69	8.75	65.86
2765	19.43	13.46	90.63
2766	0.64	6.7	65.52
2767	13.64	11.1	4.35
2768	14	13.19	57.91
2769	11.96	12.44	22.99
2770	1.96	1.07	90.68
2771	16.04	4.78	10.66
2772	8.61	5.99	18.52
2773	8.03	0.33	35.69
2774	6.48	11.78	85.12
2775	3.5	14.42	10.05
2776	11.93	0.42	30.94
2777	6.73	1.75	23.08
2778	10.34	10.81	68.29
2779	15.21	12.9	90.8
2780	16.17	10.2	90.03
2781	11.28	2.82	81.66
2782	0.95	11.01	10.93
2783	13.7	13.98	69.71
2784	3.63	11.8	10.89
2785	18.86	11.19	90.51
2786	11.36	5.17	36.85
2787	3.19	9.32	19.75
2788	3.76	12.21	10.9
2789	8.9	13.76	55.34
2790	10.67	13.25	66.37
2791	14.4	12.44	38.75
2792	8.2	3.67	34.95
2793	13.62	8.84	73.51
2794	9.45	5.43	78.29
2795	19.06	2.09	10.08
2796	12.92	2.27	62.32
2797	17.06	14.39	90.68
2798	16.65	0.3	10.5
2799	19.44	3.12	10.01
2800	14.06	12.06	72.55
2801	4.51	11.46	10.55
2802	16.94	5.87	66.66
2803	14.61	9.49	61.84
2804	2.09	0.48	90.46
2805	4.17	3.61	90.25
2806	10.89	14.79	50
2807	18.75	2.21	90.1
2808	12.82	13.12	84.13
2809	15.76	13.97	90.19
2810	16.31	0.78	90.03
2811	18.1	5.31	49
2812	11.95	3.19	98.39
2813	18.84	4.09	10.12
2814	5.89	11.49	37.37
2815	10.22	14.68	85.89
2816	16.09	8.05	68.92
2817	10.87	1.99	75.12
2818	10.88	3.45	99.11
2819	10.71	1.61	86.24
2820	10.96	6.3	51.83
2821	9.18	6.21	99.28
2822	2.6	11.24	10.87
2823	2.06	2.84	90.63
2824	17.06	8.26	87.28
2825	12.31	6.12	45.83
2826	7.23	14.96	30.79
2827	10.53	12.32	27.19
2828	15.48	11.6	90.24
2829	10.7	14.78	53.55
2830	0.77	7.13	56.33
2831	6.49	0.12	41
2832	14.11	1.51	77.32
2833	15.62	3.88	10.59
2834	7.25	11.84	54.27
2835	9.3	3.17	97.71
2836	1.44	9.62	45.69
2837	0.92	4.2	90.31
2838	15.76	4.45	10.15
2839	14.98	13.04	82.4
2840	16.44	2.71	10.12
2841	18.25	8.44	29.71
2842	11.49	10.7	66.83
2843	19.17	4.27	10.55
2844	7.87	13.96	23.19
2845	0.38	5.8	16.49
2846	19.39	10.28	90.39
2847	8.05	12.14	13.42
2848	10.88	14.47	69.56
2849	14.25	6.03	36.94
2850	17.65	2.66	90.44
2851	13.85	0.12	3.23
2852	0.04	11.55	10.5
2853	3.33	2.35	90.71
2854	13.18	1.22	38.22
2855	4.39	14.28	10.41
2856	5.92	3.24	41.24
2857	10.78	11.61	40.36
2858	8.58	7.93	73.09
2859	15.35	7.64	40.96
2860	18.27	1.56	90.19
2861	13.24	9.91	54.08
2862	5.2	0.59	25.88
2863	16.85	2.44	10.94
2864	17.78	7.13	40.18
2865	6.76	14.91	55.93
2866	0.31	13.5	10.55
2867	3.64	14.35	10.25
2868	14.72	2.88	68.67
2869	6.55	0.88	33.62
2870	13.46	1.32	49.96
2871	9.09	12.3	46.08
2872	19.52	9.63	3.87
